oys@		00:00:39.750	39.75	00:00:41.340	41.34	00:00:01.590	1.59	у меня' оте'ц был вое'нный  и
oys@		00:00:41.445	41.445	00:00:42.545	42.545	00:00:01.100	1.1	и 
oys@		00:00:44.260	44.26	00:00:46.080	46.08	00:00:01.820	1.82	ма'ма с па'пой  познако'мились
oys@		00:00:46.080	46.08	00:00:46.770	46.77	00:00:00.690	0.69	эээ 
oys@		00:00:46.805	46.805	00:00:48.955	48.955	00:00:02.150	2.15	на Сахали'не на да'льнем Восто'ке
oys@		00:00:49.255	49.255	00:00:53.045	53.045	00:00:03.790	3.79	там  роди'лся брат и они'  перее'хали в Ла'твию
oys@		00:00:54.323	54.323	00:00:54.878	54.878	00:00:00.555	0.555	эээ
oys@		00:00:54.979	54.979	00:00:56.171	56.171	00:00:01.192	1.192	я родила'сь
oys@		00:00:56.393	56.393	00:00:57.737	57.737	00:00:01.344	1.344	в го'роде Ва'лмиере
oys@		00:00:58.302	58.302	00:01:01.756	61.756	00:00:03.454	3.454	когда' мне бы'ло не'сколько ме'сяцев перее'хали  в Це'сис
oys@		00:01:02.191	62.191	00:01:04.352	64.352	00:00:02.161	2.161	и пото'м перее'хали в Ри'гу
oys@		00:01:04.827	64.827	00:01:06.160	66.16	00:00:01.333	1.333	и
oys@		00:01:06.989	66.989	00:01:08.565	68.565	00:00:01.576	1.576	э'то все города'
oys@		00:01:08.636	68.636	00:01:09.454	69.454	00:00:00.818	0.818	Ла'твии
oys@		00:01:10.090	70.09	00:01:14.343	74.343	00:00:04.253	4.253	и пото'м о'чень до'лгое вре'мя жи'ли в Ри'ге
oys@		00:01:17.271	77.271	00:01:19.130	79.13	00:00:01.859	1.859	В нача'ле мы  перее'хали
oys@		00:01:19.949	79.949	00:01:20.686	80.686	00:00:00.737	0.737	эээ
oys@		00:01:20.747	80.747	00:01:22.636	82.636	00:00:01.889	1.889	когда' переезжа'ли с Це'сиса
oys@		00:01:22.706	82.706	00:01:23.737	83.737	00:00:01.031	1.031	нам да'ли
oys@		00:01:23.999	83.999	00:01:25.160	85.16	00:00:01.161	1.161	па'па уво'лился
oys@		00:01:25.675	85.675	00:01:27.080	87.08	00:00:01.405	1.405	и перее'хали в Ри'гу
oys@		00:01:27.474	87.474	00:01:28.514	88.514	00:00:01.040	1.04	в Ри'ге была'
oys@		00:01:29.393	89.393	00:01:29.959	89.959	00:00:00.566	0.566	эээ
oys@		00:01:31.403	91.403	00:01:32.534	92.534	00:00:01.131	1.131	кварти'ра
oys@		00:01:32.827	92.827	00:01:34.160	94.16	00:00:01.333	1.333	о'бщая кварти'ра
oys@		00:01:35.242	95.242	00:01:36.969	96.969	00:00:01.727	1.727	и
oys@		00:01:38.605	98.605	00:01:40.847	100.847	00:00:02.242	2.242	там жи'ли не'которое вре'мя
oys@facial		00:01:00.352	60.352	00:01:02.049	62.049	00:00:01.697	1.697	приподнятие брови
oys@facial		00:01:08.535	68.535	00:01:09.201	69.201	00:00:00.666	0.666	кивание головой 
oys@facial		00:01:10.100	70.1	00:01:14.372	74.372	00:00:04.272	4.272	легкие кивания головой
oys@facial		00:01:24.019	84.019	00:01:25.180	85.18	00:00:01.161	1.161	кивание головой
oys@facial		00:01:28.534	88.534	00:01:29.332	89.332	00:00:00.798	0.798	приоткрытие рта
oys@facial		00:01:31.352	91.352	00:01:32.251	92.251	00:00:00.899	0.899	поднятие бровей
oys@facial-meaning		00:01:00.353	60.353	00:01:02.050	62.05	00:00:01.697	1.697	акцентирование 
oys@facial-meaning		00:01:08.545	68.545	00:01:09.211	69.211	00:00:00.666	0.666	утверждение
oys@facial-meaning		00:01:10.100	70.1	00:01:14.372	74.372	00:00:04.272	4.272	акцентирование 
oys@facial-meaning		00:01:24.030	84.03	00:01:25.191	85.191	00:00:01.161	1.161	акцентирование
oys@facial-meaning		00:01:28.514	88.514	00:01:29.352	89.352	00:00:00.838	0.838	задумчивость
oys@facial-meaning		00:01:31.352	91.352	00:01:32.272	92.272	00:00:00.920	0.92	акцентирование
